Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_AfterApp,Chrome 68.0.3440.106,,2018-09-19 12:25:39,2018-09-19 12:25:52,"13,059s",PASSED
,,,,,,
Test Cases/Web/FUSE/TC/TC_NewTest,Chrome 68.0.3440.106,,2018-09-19 12:25:39,2018-09-19 12:25:52,"12,625s",PASSED
Start listener action : sampleBeforeTestCase,Chrome 68.0.3440.106,,2018-09-19 12:25:39,2018-09-19 12:25:39,"0,014s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-19 12:25:39,2018-09-19 12:25:47,"7,398s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-19 12:25:47,2018-09-19 12:25:48,"0,816s",PASSED
callTestCase,Chrome 68.0.3440.106,"
",2018-09-19 12:25:48,2018-09-19 12:25:49,"0,927s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-19 12:25:49,2018-09-19 12:25:50,"1,036s",PASSED
Start listener action : sampleAfterTestCase,Chrome 68.0.3440.106,,2018-09-19 12:25:50,2018-09-19 12:25:50,"0,081s",PASSED
