Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Mobile,,,2018-09-19 10:49:49,2018-09-19 10:52:33,"2m - 44,600s",PASSED
,,,,,,
Test Cases/Android/TC/TC_VUE_NewAnalisys,,,2018-09-19 10:49:49,2018-09-19 10:52:33,"2m - 44,171s",PASSED
Start listener action : sampleBeforeTestCase,,,2018-09-19 10:49:49,2018-09-19 10:49:49,"0,009s",PASSED
callTestCase,,,2018-09-19 10:49:49,2018-09-19 10:50:48,"59,162s",PASSED
callTestCase,,,2018-09-19 10:50:48,2018-09-19 10:51:00,"11,252s",PASSED
callTestCase,,,2018-09-19 10:51:00,2018-09-19 10:51:00,"0,488s",PASSED
callTestCase,,,2018-09-19 10:51:00,2018-09-19 10:51:14,"13,848s",PASSED
callTestCase,,,2018-09-19 10:51:14,2018-09-19 10:52:27,"1m - 13,141s",PASSED
callTestCase,,,2018-09-19 10:52:27,2018-09-19 10:52:31,"3,912s",PASSED
Start listener action : sampleAfterTestCase,,,2018-09-19 10:52:31,2018-09-19 10:52:31,"0,016s",PASSED
