Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_AfterApp,Chrome 69.0.3497.100,,2018-09-21 10:59:49,2018-09-21 11:00:09,"20,297s",PASSED
,,,,,,
Test Cases/Web/FUSE/TC/6.FUSE Webapp - Solicitar un analisis un Owner,Chrome 69.0.3497.100,,2018-09-21 10:59:49,2018-09-21 11:00:09,"19,784s",PASSED
Start listener action : sampleBeforeTestCase,Chrome 69.0.3497.100,,2018-09-21 10:59:49,2018-09-21 10:59:49,"0,014s",PASSED
callTestCase,Chrome 69.0.3497.100,,2018-09-21 10:59:49,2018-09-21 11:00:04,"14,269s",PASSED
callTestCase,Chrome 69.0.3497.100,,2018-09-21 11:00:04,2018-09-21 11:00:05,"0,832s",PASSED
callTestCase,Chrome 69.0.3497.100,"
",2018-09-21 11:00:05,2018-09-21 11:00:06,"1,225s",PASSED
callTestCase,Chrome 69.0.3497.100,,2018-09-21 11:00:06,2018-09-21 11:00:07,"0,945s",PASSED
Start listener action : sampleAfterTestCase,Chrome 69.0.3497.100,,2018-09-21 11:00:07,2018-09-21 11:00:07,"0,070s",PASSED
