Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Web,Firefox 61.0,,2018-09-12 12:30:59,2018-09-12 12:32:17,"1m - 17,632s",PASSED
,,,,,,
Test Cases/Web/BO FUSE/TC/TC_Login,Firefox 61.0,,2018-09-12 12:31:00,2018-09-12 12:31:15,"15,468s",PASSED
callTestCase,Firefox 61.0,,2018-09-12 12:31:00,2018-09-12 12:31:14,"13,340s",PASSED
callTestCase,Firefox 61.0,,2018-09-12 12:31:14,2018-09-12 12:31:15,"1,473s",PASSED
callTestCase,Firefox 61.0,,2018-09-12 12:31:15,2018-09-12 12:31:15,"0,383s",PASSED
,,,,,,
Test Cases/Web/FUSE/TC/TC_LoginFUSE,Firefox 61.0,,2018-09-12 12:31:15,2018-09-12 12:31:29,"13,708s",PASSED
callTestCase,Firefox 61.0,,2018-09-12 12:31:15,2018-09-12 12:31:28,"12,129s",PASSED
callTestCase,Firefox 61.0,,2018-09-12 12:31:28,2018-09-12 12:31:29,"0,929s",PASSED
callTestCase,Firefox 61.0,,2018-09-12 12:31:29,2018-09-12 12:31:29,"0,548s",PASSED
,,,,,,
Test Cases/Web/BO FUSE/TC/TC_Users,Firefox 61.0,,2018-09-12 12:31:29,2018-09-12 12:31:41,"12,108s",PASSED
callTestCase,Firefox 61.0,,2018-09-12 12:31:29,2018-09-12 12:31:37,"7,694s",PASSED
callTestCase,Firefox 61.0,,2018-09-12 12:31:37,2018-09-12 12:31:38,"1,277s",PASSED
callTestCase,Firefox 61.0,,2018-09-12 12:31:38,2018-09-12 12:31:39,"0,636s",PASSED
callTestCase,Firefox 61.0,,2018-09-12 12:31:39,2018-09-12 12:31:41,"1,721s",PASSED
callTestCase,Firefox 61.0,,2018-09-12 12:31:41,2018-09-12 12:31:41,"0,262s",PASSED
callTestCase,Firefox 61.0,,2018-09-12 12:31:41,2018-09-12 12:31:41,"0,374s",PASSED
,,,,,,
Test Cases/Web/FUSE/TC/TC_Navigation,Firefox 61.0,,2018-09-12 12:31:41,2018-09-12 12:31:56,"14,920s",PASSED
callTestCase,Firefox 61.0,,2018-09-12 12:31:41,2018-09-12 12:31:53,"11,198s",PASSED
callTestCase,Firefox 61.0,,2018-09-12 12:31:53,2018-09-12 12:31:54,"0,866s",PASSED
callTestCase,Firefox 61.0,,2018-09-12 12:31:54,2018-09-12 12:31:54,"0,323s",PASSED
callTestCase,Firefox 61.0,,2018-09-12 12:31:54,2018-09-12 12:31:54,"0,298s",PASSED
back,Firefox 61.0,,2018-09-12 12:31:54,2018-09-12 12:31:54,"0,040s",PASSED
callTestCase,Firefox 61.0,,2018-09-12 12:31:54,2018-09-12 12:31:55,"0,440s",PASSED
callTestCase,Firefox 61.0,,2018-09-12 12:31:55,2018-09-12 12:31:55,"0,431s",PASSED
callTestCase,Firefox 61.0,,2018-09-12 12:31:55,2018-09-12 12:31:56,"0,549s",PASSED
callTestCase,Firefox 61.0,,2018-09-12 12:31:56,2018-09-12 12:31:56,"0,513s",PASSED
,,,,,,
Test Cases/Web/FUSE/TC/TC_NewOwner,Firefox 61.0,,2018-09-12 12:31:56,2018-09-12 12:32:17,"20,959s",PASSED
callTestCase,Firefox 61.0,,2018-09-12 12:31:56,2018-09-12 12:32:12,"16,238s",PASSED
callTestCase,Firefox 61.0,,2018-09-12 12:32:12,2018-09-12 12:32:13,"0,769s",PASSED
callTestCase,Firefox 61.0,,2018-09-12 12:32:13,2018-09-12 12:32:17,"3,476s",PASSED
callTestCase,Firefox 61.0,,2018-09-12 12:32:17,2018-09-12 12:32:17,"0,370s",PASSED
