Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Web_BO,Chrome 68.0.3440.106,,2018-09-19 09:14:03,2018-09-19 09:14:19,"15,738s",PASSED
,,,,,,
Test Cases/Web/BO VUE/TC/VUE BO New Clinic,Chrome 68.0.3440.106,,2018-09-19 09:14:03,2018-09-19 09:14:19,"15,337s",PASSED
Start listener action : sampleBeforeTestCase,Chrome 68.0.3440.106,,2018-09-19 09:14:03,2018-09-19 09:14:03,"0,010s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-19 09:14:04,2018-09-19 09:14:09,"5,545s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-19 09:14:09,2018-09-19 09:14:11,"1,107s",PASSED
callTestCase,Chrome 68.0.3440.106,"Queda pendiente de definición 
",2018-09-19 09:14:11,2018-09-19 09:14:11,"0,412s",PASSED
callTestCase,Chrome 68.0.3440.106,"Queda pendiente de definición 
",2018-09-19 09:14:11,2018-09-19 09:14:13,"2,023s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-19 09:14:13,2018-09-19 09:14:13,"0,419s",PASSED
callTestCase,Chrome 68.0.3440.106,"
",2018-09-19 09:14:13,2018-09-19 09:14:15,"1,859s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-19 09:14:15,2018-09-19 09:14:16,"0,552s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-19 09:14:16,2018-09-19 09:14:17,"0,960s",PASSED
Start listener action : sampleAfterTestCase,Chrome 68.0.3440.106,,2018-09-19 09:14:17,2018-09-19 09:14:17,"0,011s",PASSED
