Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Mobile,,,2018-09-07 09:31:23,2018-09-07 09:37:15,"5m - 51,945s",PASSED
,,,,,,
Test Cases/Android/TC/TC_LoginApp,,,2018-09-07 09:31:24,2018-09-07 09:32:33,"1m - 9,091s",PASSED
callTestCase,,,2018-09-07 09:31:24,2018-09-07 09:32:12,"47,712s",PASSED
callTestCase,,,2018-09-07 09:32:12,2018-09-07 09:32:29,"16,978s",PASSED
callTestCase,,,2018-09-07 09:32:29,2018-09-07 09:32:33,"4,167s",PASSED
,,,,,,
Test Cases/Android/TC/TC_Configuration,,,2018-09-07 09:32:33,2018-09-07 09:33:36,"1m - 3,105s",PASSED
callTestCase,,,2018-09-07 09:32:33,2018-09-07 09:33:21,"47,943s",PASSED
callTestCase,,,2018-09-07 09:33:21,2018-09-07 09:33:32,"11,090s",PASSED
callTestCase,,,2018-09-07 09:33:32,2018-09-07 09:33:32,"0,067s",PASSED
callTestCase,,,2018-09-07 09:33:32,2018-09-07 09:33:36,"3,892s",PASSED
,,,,,,
Test Cases/Android/TC/TC_Historico,,,2018-09-07 09:33:36,2018-09-07 09:34:48,"1m - 12,439s",PASSED
callTestCase,,,2018-09-07 09:33:36,2018-09-07 09:34:32,"56,196s",PASSED
callTestCase,,,2018-09-07 09:34:32,2018-09-07 09:34:43,"10,502s",PASSED
callTestCase,,,2018-09-07 09:34:43,2018-09-07 09:34:44,"1,555s",PASSED
callTestCase,,,2018-09-07 09:34:44,2018-09-07 09:34:48,"4,043s",PASSED
,,,,,,
Test Cases/Android/TC/TC_Users,,,2018-09-07 09:34:48,2018-09-07 09:35:58,"1m - 10,094s",PASSED
callTestCase,,,2018-09-07 09:34:48,2018-09-07 09:35:45,"56,320s",PASSED
callTestCase,,,2018-09-07 09:35:45,2018-09-07 09:35:55,"10,703s",PASSED
callTestCase,,,2018-09-07 09:35:55,2018-09-07 09:35:56,"0,081s",PASSED
callTestCase,,,2018-09-07 09:35:56,2018-09-07 09:35:58,"2,913s",PASSED
,,,,,,
Test Cases/Android/TC/TC_VUE,,,2018-09-07 09:35:58,2018-09-07 09:37:15,"1m - 16,906s",PASSED
callTestCase,,,2018-09-07 09:35:59,2018-09-07 09:36:59,"1m - 0,901s",PASSED
callTestCase,,,2018-09-07 09:36:59,2018-09-07 09:37:10,"10,549s",PASSED
callTestCase,,,2018-09-07 09:37:10,2018-09-07 09:37:11,"1,486s",PASSED
callTestCase,,,2018-09-07 09:37:11,2018-09-07 09:37:15,"3,885s",PASSED
