Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
callTestCase,Chrome 68.0.3440.106,,2018-09-17 09:25:51,2018-09-17 09:25:52,"1,126s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-17 09:25:52,2018-09-17 09:25:52,"0,583s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-17 09:25:52,2018-09-17 09:25:54,"1,264s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-17 09:25:54,2018-09-17 09:25:54,"0,251s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-17 09:25:54,2018-09-17 09:25:55,"0,780s",PASSED
Start listener action : sampleAfterTestCase,Chrome 68.0.3440.106,,2018-09-17 09:25:55,2018-09-17 09:25:55,"0,022s",PASSED
,,,,,,
Test Cases/Web/FUSE/TC/TC_Navigation,Chrome 68.0.3440.106,,2018-09-17 09:25:57,2018-09-17 09:26:10,"13,340s",PASSED
Start listener action : sampleBeforeTestCase,Chrome 68.0.3440.106,,2018-09-17 09:25:57,2018-09-17 09:25:57,"0,014s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-17 09:25:57,2018-09-17 09:26:05,"7,777s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-17 09:26:05,2018-09-17 09:26:05,"0,410s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-17 09:26:05,2018-09-17 09:26:06,"0,803s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-17 09:26:06,2018-09-17 09:26:06,"0,212s",PASSED
back,Chrome 68.0.3440.106,,2018-09-17 09:26:06,2018-09-17 09:26:06,"0,098s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-17 09:26:06,2018-09-17 09:26:07,"0,565s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-17 09:26:07,2018-09-17 09:26:07,"0,290s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-17 09:26:07,2018-09-17 09:26:07,"0,259s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-17 09:26:07,2018-09-17 09:26:08,"0,777s",PASSED
Start listener action : sampleAfterTestCase,Chrome 68.0.3440.106,,2018-09-17 09:26:08,2018-09-17 09:26:08,"0,011s",PASSED
,,,,,,
Test Cases/Web/FUSE/TC/TC_NewOwner,Chrome 68.0.3440.106,,2018-09-17 09:26:10,2018-09-17 09:26:23,"12,986s",FAILED
Start listener action : sampleBeforeTestCase,Chrome 68.0.3440.106,,2018-09-17 09:26:10,2018-09-17 09:26:10,"0,020s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-17 09:26:10,2018-09-17 09:26:16,"5,618s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-17 09:26:16,2018-09-17 09:26:16,"0,460s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-17 09:26:16,2018-09-17 09:26:21,"4,782s",FAILED
Start listener action : sampleAfterTestCase,Chrome 68.0.3440.106,,2018-09-17 09:26:21,2018-09-17 09:26:21,"0,010s",PASSED
,,,,,,
Test Cases/Web/BO VUE/TC/VUE BO Main Screen,Chrome 68.0.3440.106,,2018-09-17 09:26:23,2018-09-17 09:26:44,"21,213s",PASSED
Start listener action : sampleBeforeTestCase,Chrome 68.0.3440.106,,2018-09-17 09:26:23,2018-09-17 09:26:23,"0,016s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-17 09:26:23,2018-09-17 09:26:34,"11,061s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-17 09:26:34,2018-09-17 09:26:37,"2,335s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-17 09:26:37,2018-09-17 09:26:37,"0,179s",PASSED
callTestCase,Chrome 68.0.3440.106,"Queda pendiente de definición 
",2018-09-17 09:26:37,2018-09-17 09:26:41,"3,685s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-17 09:26:41,2018-09-17 09:26:42,"1,731s",PASSED
Start listener action : sampleAfterTestCase,Chrome 68.0.3440.106,,2018-09-17 09:26:42,2018-09-17 09:26:42,"0,015s",PASSED
