Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_AfterApp,Chrome 68.0.3440.106,,2018-09-19 09:17:57,2018-09-19 09:18:11,"14,534s",PASSED
,,,,,,
Test Cases/Web/FUSE/TC/TC_NewTest,Chrome 68.0.3440.106,,2018-09-19 09:17:57,2018-09-19 09:18:11,"14,105s",PASSED
Start listener action : sampleBeforeTestCase,Chrome 68.0.3440.106,,2018-09-19 09:17:57,2018-09-19 09:17:57,"0,009s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-19 09:17:58,2018-09-19 09:18:07,"8,928s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-19 09:18:07,2018-09-19 09:18:07,"0,857s",PASSED
callTestCase,Chrome 68.0.3440.106,"
",2018-09-19 09:18:07,2018-09-19 09:18:08,"0,987s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-19 09:18:08,2018-09-19 09:18:09,"0,929s",PASSED
Start listener action : sampleAfterTestCase,Chrome 68.0.3440.106,,2018-09-19 09:18:09,2018-09-19 09:18:09,"0,075s",PASSED
