Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Mobile,,,2018-09-14 10:07:58,2018-09-14 10:20:48,"12m - 49,974s",FAILED
,,,,,,
Test Cases/Android/TC/TC_LoginApp,,,2018-09-14 10:07:58,2018-09-14 10:09:22,"1m - 23,938s",PASSED
callTestCase,,,2018-09-14 10:07:59,2018-09-14 10:08:57,"57,752s",PASSED
callTestCase,,,2018-09-14 10:08:57,2018-09-14 10:09:15,"18,491s",PASSED
callTestCase,,,2018-09-14 10:09:15,2018-09-14 10:09:20,"4,893s",PASSED
,,,,,,
Test Cases/Android/TC/TC_Configuration,,,2018-09-14 10:09:22,2018-09-14 10:10:48,"1m - 26,024s",PASSED
callTestCase,,,2018-09-14 10:09:23,2018-09-14 10:10:30,"1m - 7,811s",PASSED
callTestCase,,,2018-09-14 10:10:30,2018-09-14 10:10:41,"10,883s",PASSED
callTestCase,,,2018-09-14 10:10:41,2018-09-14 10:10:42,"0,415s",PASSED
callTestCase,,,2018-09-14 10:10:42,2018-09-14 10:10:46,"4,645s",PASSED
,,,,,,
Test Cases/Android/TC/TC_Historico,,,2018-09-14 10:10:48,2018-09-14 10:12:22,"1m - 33,981s",PASSED
callTestCase,,,2018-09-14 10:10:49,2018-09-14 10:12:03,"1m - 14,451s",PASSED
callTestCase,,,2018-09-14 10:12:03,2018-09-14 10:12:15,"11,743s",PASSED
callTestCase,,,2018-09-14 10:12:15,2018-09-14 10:12:15,"0,515s",PASSED
callTestCase,,,2018-09-14 10:12:15,2018-09-14 10:12:20,"5,064s",PASSED
,,,,,,
Test Cases/Android/TC/TC_Users,,,2018-09-14 10:12:22,2018-09-14 10:13:55,"1m - 32,557s",PASSED
callTestCase,,,2018-09-14 10:12:23,2018-09-14 10:13:37,"1m - 14,171s",PASSED
callTestCase,,,2018-09-14 10:13:37,2018-09-14 10:13:47,"10,671s",PASSED
callTestCase,,,2018-09-14 10:13:47,2018-09-14 10:13:48,"0,436s",PASSED
callTestCase,,,2018-09-14 10:13:48,2018-09-14 10:13:53,"5,083s",PASSED
,,,,,,
Test Cases/Android/TC/TC_VUE,,,2018-09-14 10:13:55,2018-09-14 10:16:55,"3m - 0,056s",FAILED
callTestCase,,,2018-09-14 10:13:55,2018-09-14 10:16:53,"2m - 57,884s",FAILED
,,,,,,
Test Cases/Android/TC/TC_FUSEConfig,,,2018-09-14 10:16:55,2018-09-14 10:18:18,"1m - 22,893s",PASSED
callTestCase,,,2018-09-14 10:16:55,2018-09-14 10:17:45,"49,987s",PASSED
callTestCase,,,2018-09-14 10:17:45,2018-09-14 10:17:56,"10,489s",PASSED
callTestCase,,,2018-09-14 10:17:56,2018-09-14 10:17:56,"0,382s",PASSED
callTestCase,,,2018-09-14 10:17:56,2018-09-14 10:18:12,"15,591s",PASSED
callTestCase,,,2018-09-14 10:18:12,2018-09-14 10:18:16,"4,264s",PASSED
,,,,,,
Test Cases/Android/TC/TC_VUEConfig,,,2018-09-14 10:18:18,2018-09-14 10:20:43,"2m - 25,001s",FAILED
callTestCase,,,2018-09-14 10:18:18,2018-09-14 10:19:27,"1m - 8,990s",PASSED
callTestCase,,,2018-09-14 10:19:27,2018-09-14 10:19:39,"11,771s",PASSED
callTestCase,,,2018-09-14 10:19:39,2018-09-14 10:19:39,"0,439s",PASSED
callTestCase,,,2018-09-14 10:19:39,2018-09-14 10:20:02,"22,665s",PASSED
callTestCase,,,2018-09-14 10:20:02,2018-09-14 10:20:41,"38,947s",FAILED
