Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Web,Firefox 61.0,,2018-09-17 09:10:10,2018-09-17 09:12:03,"1m - 53,130s",FAILED
,,,,,,
Test Cases/Web/BO FUSE/TC/TC_Login,Firefox 61.0,,2018-09-17 09:10:10,2018-09-17 09:10:23,"12,447s",PASSED
Start listener action : sampleBeforeTestCase,Firefox 61.0,,2018-09-17 09:10:10,2018-09-17 09:10:10,"0,089s",PASSED
callTestCase,Firefox 61.0,,2018-09-17 09:10:11,2018-09-17 09:10:18,"7,909s",PASSED
callTestCase,Firefox 61.0,,2018-09-17 09:10:18,2018-09-17 09:10:20,"1,524s",PASSED
callTestCase,Firefox 61.0,,2018-09-17 09:10:20,2018-09-17 09:10:20,"0,429s",PASSED
Start listener action : sampleAfterTestCase,Firefox 61.0,,2018-09-17 09:10:20,2018-09-17 09:10:20,"0,089s",PASSED
,,,,,,
Test Cases/Web/FUSE/TC/TC_LoginFUSE,Firefox 61.0,,2018-09-17 09:10:23,2018-09-17 09:10:34,"11,323s",PASSED
Start listener action : sampleBeforeTestCase,Firefox 61.0,,2018-09-17 09:10:23,2018-09-17 09:10:23,"0,014s",PASSED
callTestCase,Firefox 61.0,,2018-09-17 09:10:23,2018-09-17 09:10:30,"7,786s",PASSED
callTestCase,Firefox 61.0,,2018-09-17 09:10:30,2018-09-17 09:10:31,"0,832s",PASSED
callTestCase,Firefox 61.0,,2018-09-17 09:10:31,2018-09-17 09:10:32,"0,393s",PASSED
Start listener action : sampleAfterTestCase,Firefox 61.0,,2018-09-17 09:10:32,2018-09-17 09:10:32,"0,066s",PASSED
,,,,,,
Test Cases/Web/BO FUSE/TC/TC_Users,Firefox 61.0,,2018-09-17 09:10:34,2018-09-17 09:10:46,"11,595s",PASSED
Start listener action : sampleBeforeTestCase,Firefox 61.0,,2018-09-17 09:10:34,2018-09-17 09:10:34,"0,024s",PASSED
callTestCase,Firefox 61.0,,2018-09-17 09:10:34,2018-09-17 09:10:40,"6,185s",PASSED
callTestCase,Firefox 61.0,,2018-09-17 09:10:40,2018-09-17 09:10:41,"0,903s",PASSED
callTestCase,Firefox 61.0,,2018-09-17 09:10:41,2018-09-17 09:10:42,"0,657s",PASSED
callTestCase,Firefox 61.0,,2018-09-17 09:10:42,2018-09-17 09:10:43,"1,175s",PASSED
callTestCase,Firefox 61.0,,2018-09-17 09:10:43,2018-09-17 09:10:43,"0,213s",PASSED
callTestCase,Firefox 61.0,,2018-09-17 09:10:43,2018-09-17 09:10:43,"0,285s",PASSED
Start listener action : sampleAfterTestCase,Firefox 61.0,,2018-09-17 09:10:43,2018-09-17 09:10:43,"0,015s",PASSED
,,,,,,
Test Cases/Web/FUSE/TC/TC_Navigation,Firefox 61.0,,2018-09-17 09:10:46,2018-09-17 09:11:02,"16,143s",PASSED
Start listener action : sampleBeforeTestCase,Firefox 61.0,,2018-09-17 09:10:46,2018-09-17 09:10:46,"0,011s",PASSED
callTestCase,Firefox 61.0,,2018-09-17 09:10:46,2018-09-17 09:10:54,"8,543s",PASSED
callTestCase,Firefox 61.0,,2018-09-17 09:10:54,2018-09-17 09:10:55,"0,692s",PASSED
callTestCase,Firefox 61.0,,2018-09-17 09:10:55,2018-09-17 09:10:56,"0,769s",PASSED
callTestCase,Firefox 61.0,,2018-09-17 09:10:56,2018-09-17 09:10:56,"0,588s",PASSED
back,Firefox 61.0,,2018-09-17 09:10:56,2018-09-17 09:10:56,"0,219s",PASSED
callTestCase,Firefox 61.0,,2018-09-17 09:10:56,2018-09-17 09:10:58,"1,855s",PASSED
callTestCase,Firefox 61.0,,2018-09-17 09:10:58,2018-09-17 09:10:59,"0,408s",PASSED
callTestCase,Firefox 61.0,,2018-09-17 09:10:59,2018-09-17 09:10:59,"0,517s",PASSED
callTestCase,Firefox 61.0,,2018-09-17 09:10:59,2018-09-17 09:11:00,"0,311s",PASSED
Start listener action : sampleAfterTestCase,Firefox 61.0,,2018-09-17 09:11:00,2018-09-17 09:11:00,"0,070s",PASSED
,,,,,,
Test Cases/Web/FUSE/TC/TC_NewOwner,Firefox 61.0,,2018-09-17 09:11:02,2018-09-17 09:11:46,"43,873s",FAILED
Start listener action : sampleBeforeTestCase,Firefox 61.0,,2018-09-17 09:11:02,2018-09-17 09:11:02,"0,013s",PASSED
callTestCase,Firefox 61.0,,2018-09-17 09:11:02,2018-09-17 09:11:11,"9,130s",PASSED
callTestCase,Firefox 61.0,,2018-09-17 09:11:11,2018-09-17 09:11:12,"0,689s",PASSED
callTestCase,Firefox 61.0,,2018-09-17 09:11:12,2018-09-17 09:11:43,"31,814s",FAILED
Start listener action : sampleAfterTestCase,Firefox 61.0,,2018-09-17 09:11:43,2018-09-17 09:11:43,"0,076s",PASSED
,,,,,,
