Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Web,Chrome 68.0.3440.106,,2018-09-06 17:23:41,2018-09-06 17:24:17,"35,901s",PASSED
,,,,,,
Test Cases/Web/BO FUSE/TC/TC_Login,Chrome 68.0.3440.106,,2018-09-06 17:23:41,2018-09-06 17:23:48,"6,506s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-06 17:23:42,2018-09-06 17:23:46,"4,062s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-06 17:23:46,2018-09-06 17:23:47,"1,335s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-06 17:23:47,2018-09-06 17:23:48,"0,866s",PASSED
,,,,,,
Test Cases/Web/FUSE/TC/TC_LoginFUSE,Chrome 68.0.3440.106,,2018-09-06 17:23:48,2018-09-06 17:23:54,"5,991s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-06 17:23:48,2018-09-06 17:23:52,"4,437s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-06 17:23:52,2018-09-06 17:23:53,"0,582s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-06 17:23:53,2018-09-06 17:23:54,"0,840s",PASSED
,,,,,,
Test Cases/Web/BO FUSE/TC/TC_Users,Chrome 68.0.3440.106,,2018-09-06 17:23:54,2018-09-06 17:24:00,"6,107s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-06 17:23:54,2018-09-06 17:23:57,"2,797s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-06 17:23:57,2018-09-06 17:23:58,"0,927s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-06 17:23:58,2018-09-06 17:23:58,"0,299s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-06 17:23:58,2018-09-06 17:23:59,"1,030s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-06 17:23:59,2018-09-06 17:23:59,"0,143s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-06 17:23:59,2018-09-06 17:24:00,"0,757s",PASSED
,,,,,,
Test Cases/Web/FUSE/TC/TC_Navigation,Chrome 68.0.3440.106,,2018-09-06 17:24:00,2018-09-06 17:24:07,"6,986s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-06 17:24:00,2018-09-06 17:24:04,"4,150s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-06 17:24:04,2018-09-06 17:24:05,"0,400s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-06 17:24:05,2018-09-06 17:24:05,"0,342s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-06 17:24:05,2018-09-06 17:24:05,"0,276s",PASSED
back,Chrome 68.0.3440.106,,2018-09-06 17:24:05,2018-09-06 17:24:06,"0,265s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-06 17:24:06,2018-09-06 17:24:06,"0,185s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-06 17:24:06,2018-09-06 17:24:06,"0,189s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-06 17:24:06,2018-09-06 17:24:06,"0,254s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-06 17:24:06,2018-09-06 17:24:07,"0,784s",PASSED
,,,,,,
Test Cases/Web/FUSE/TC/TC_NewOwner,Chrome 68.0.3440.106,,2018-09-06 17:24:07,2018-09-06 17:24:17,"9,913s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-06 17:24:07,2018-09-06 17:24:12,"4,673s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-06 17:24:12,2018-09-06 17:24:12,"0,488s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-06 17:24:12,2018-09-06 17:24:16,"3,773s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-06 17:24:16,2018-09-06 17:24:17,"0,846s",PASSED
